数据编号,槽开口宽度Bs0（mm）,永磁体轴向长度/动子极距            a,气隙厚度gap（mm）,线圈径向宽度rcoil（mm）,永磁体径向长度rpm（mm）,平均推力(解析法),推力波动（解析法）,铜损（解析法）
391,1,0.7,0.9,8,6.4,129.9381602,41.8420797,19.57717671
392,3,0.7,0.9,8,6.4,107.1567006,34.37266036,19.57717671
393,1,0.7,0.9,9,6.4,147.3691289,47.5481521,22.02683707
394,3,0.7,0.9,9,6.4,121.5058358,39.06866356,22.02683707
395,1,0.7,0.9,10,6.4,113.9150138,53.35018289,24.47705594
396,3,0.7,0.9,10,6.4,136.0970626,43.84364919,24.47705594
397,1,0.7,1.1,8,6.4,119.8821776,38.54499724,19.64151652
398,3,0.7,1.1,8,6.4,98.88411965,31.66030667,19.64151652
399,1,0.7,1.1,9,6.4,135.9527917,43.80521418,22.09921936
400,3,0.7,1.1,9,6.4,112.1141554,35.98952567,22.09921936
401,1,0.7,1.1,10,6.4,105.0832483,49.15389613,24.55748071
402,3,0.7,1.1,10,6.4,125.5673881,40.39156267,24.55748071
403,1,0.7,1.3,8,6.4,110.6109078,35.50520071,19.70585634
404,3,0.7,1.3,8,6.4,91.25665548,29.15946917,19.70585634
405,1,0.7,1.3,9,6.4,125.4273217,40.35435425,22.17160166
406,3,0.7,1.3,9,6.4,103.4548621,33.15050674,22.17160166
407,1,0.7,1.3,10,6.4,140.4937169,45.28506417,24.63790548
408,3,0.7,1.3,10,6.4,115.8588442,37.20867858,24.63790548
409,1,0.7,0.7,8,6.8,117.6473707,55.12024335,19.96321561
410,3,0.7,0.7,8,6.8,140.5772498,45.3121658,19.96321561
411,1,0.7,0.7,9,6.8,96.71065366,62.62188561,22.46113084
412,3,0.7,0.7,9,6.8,110.0183505,51.48748849,22.46113084
413,1,0.7,0.7,10,6.8,108.3629013,70.24966389,24.95960457
414,3,0.7,0.7,10,6.8,123.2580248,57.76665611,24.95960457
415,1,0.7,0.9,8,6.8,145.0792912,46.78767527,20.09189525
416,3,0.7,0.9,8,6.8,119.6555877,38.45525178,20.09189525
417,1,0.7,0.9,9,6.8,113.5449756,53.16252707,22.60589543
418,3,0.7,0.9,9,6.8,135.6950647,43.70333269,22.60589543
419,1,0.7,0.9,10,6.8,92.18257867,59.64457725,25.12045411
420,3,0.7,0.9,10,6.8,104.8835008,49.03967463,25.12045411
421,1,0.7,1.1,8,6.8,133.8356612,43.10266191,20.15623506
422,3,0.7,1.1,8,6.8,110.4024515,35.42260748,20.15623506
423,1,0.7,1.1,9,6.8,104.7374005,48.97919942,22.67827772
424,3,0.7,1.1,9,6.8,125.1902192,40.26059217,22.67827772
425,1,0.7,1.1,10,6.8,117.3372006,54.95456025,25.20087888
426,3,0.7,1.1,10,6.8,140.2273928,45.17994552,25.20087888
427,1,0.7,1.3,8,6.8,123.4698649,39.70535183,20.22057488
428,3,0.7,1.3,8,6.8,101.8713347,32.62659949,20.22057488
429,1,0.7,1.3,9,6.8,140.0253146,45.12248036,22.75066002
430,3,0.7,1.3,9,6.8,115.5050636,37.08648764,22.75066002
431,1,0.7,1.3,10,6.8,108.2334032,50.63071106,25.28130365
432,3,0.7,1.3,10,6.8,129.3687209,41.62138989,25.28130365
433,1,0.8,0.7,8,4.8,102.0910874,34.37946828,17.38962291
434,3,0.8,0.7,8,4.8,83.62646963,28.31373517,17.38962291
435,1,0.8,0.7,9,4.8,116.0660973,38.97559212,19.56583905
436,3,0.8,0.7,9,4.8,95.10325388,32.08960647,19.56583905
437,1,0.8,0.7,10,4.8,130.2776793,43.64889765,21.74261369
438,3,0.8,0.7,10,4.8,106.7743551,35.92887369,21.74261369
439,1,0.8,0.9,8,4.8,86.60978913,29.29377278,17.51830254
440,3,0.8,0.9,8,4.8,70.92385223,24.14085232,17.51830254
441,1,0.8,0.9,9,4.8,98.49021051,33.20217189,19.71060364
442,3,0.8,0.9,9,4.8,80.68199793,27.35243605,19.71060364
443,1,0.8,0.9,10,4.8,110.571776,37.17619429,21.90346323
444,3,0.8,0.9,10,4.8,90.60539145,30.61793188,21.90346323
445,1,0.8,1.1,8,4.8,79.76078666,27.04383608,17.58264236
446,3,0.8,1.1,8,4.8,65.30310832,22.29440563,17.58264236
447,1,0.8,1.1,9,4.8,90.7145518,30.6479824,19.78298593
448,3,0.8,1.1,9,4.8,74.3007787,25.25629941,19.78298593
449,1,0.8,1.1,10,4.8,101.8537875,34.3126385,21.98388801
450,3,0.8,1.1,10,4.8,83.45083414,28.26790882,21.98388801
451,1,0.8,1.3,8,4.8,73.44499884,24.96906347,17.64698218
452,3,0.8,1.3,8,4.8,60.11934633,20.59151,17.64698218
453,1,0.8,1.3,9,4.8,83.5442506,28.29264394,19.85536823
454,3,0.8,1.3,9,4.8,68.41566414,23.32312586,19.85536823
455,1,0.8,1.3,10,4.8,93.81451968,31.67201881,22.06431278
456,3,0.8,1.3,10,4.8,76.8525043,26.10058712,22.06431278
457,1,0.8,0.7,8,5.2,119.6459045,40.11403782,17.90434145
458,3,0.8,0.7,8,5.2,98.108842,33.04473936,17.90434145
459,1,0.8,0.7,9,5.2,135.9950336,45.48563186,20.1448974
460,3,0.8,0.7,9,5.2,111.5442301,37.46037145,20.1448974
461,1,0.8,0.7,10,5.2,105.3082713,50.9474407,22.38601187
462,3,0.8,0.7,10,5.2,125.2068925,41.95015175,22.38601187
463,1,0.8,0.9,8,5.2,101.5254152,34.16619106,18.03302108
464,3,0.8,0.9,8,5.2,83.22855595,28.16045287,18.03302108
465,1,0.8,0.9,9,5.2,115.4230302,38.73347401,20.28966199
466,3,0.8,0.9,9,5.2,94.6507959,31.91559622,20.28966199
467,1,0.8,0.9,10,5.2,129.5557317,43.37745392,22.54686141
468,3,0.8,0.9,10,5.2,106.2662851,35.73378713,22.54686141
469,1,0.8,1.1,8,5.2,93.50948069,31.53505075,18.0973609
470,3,0.8,1.1,8,5.2,76.64498688,25.99947039,18.0973609
471,1,0.8,1.1,9,5.2,106.322623,35.74653177,20.36204429
472,3,0.8,1.1,9,5.2,87.1765383,29.46238998,20.36204429
473,1,0.8,1.1,10,5.2,119.3525227,40.02872989,22.62728618
474,3,0.8,1.1,10,5.2,97.88628507,32.98344579,22.62728618
475,1,0.8,1.3,8,5.2,86.11800565,29.10888223,18.16170072
476,3,0.8,1.3,8,5.2,70.57370846,24.00664155,18.16170072
477,1,0.8,1.3,9,5.2,97.93115815,32.9922791,20.43442658
478,3,0.8,1.3,9,5.2,80.28387896,27.20007633,20.43442658
479,1,0.8,1.3,10,5.2,109.9441668,36.94087904,22.70771095
480,3,0.8,1.3,10,5.2,90.15836233,30.44711818,22.70771095
481,1,0.8,0.7,8,5.6,138.0710243,46.13254384,18.41905999
482,3,0.8,0.7,8,5.6,113.3130307,38.01122209,18.41905999
483,1,0.8,0.7,9,5.6,108.2692533,52.31800404,20.72395576
484,3,0.8,0.7,9,5.6,128.8046315,43.0984581,20.72395576
485,1,0.8,0.7,10,5.6,121.489228,58.60735745,23.02941004
486,3,0.8,0.7,10,5.6,144.5581041,48.27112977,23.02941004
487,1,0.8,0.9,8,5.6,117.1785364,39.27921722,18.54773962
488,3,0.8,0.9,8,5.6,96.14488855,32.37958619,18.54773962
489,1,0.8,0.9,9,5.6,133.1930745,44.53792076,20.86872035
490,3,0.8,0.9,9,5.6,109.3139313,36.70527144,20.86872035
491,1,0.8,0.9,10,5.6,149.4783175,49.88494176,23.19025958
492,3,0.8,0.9,10,5.6,122.7056147,41.10359318,23.19025958
493,1,0.8,1.1,8,5.6,107.9370732,36.24775608,18.61207944
494,3,0.8,1.1,8,5.6,88.5498791,29.88820841,18.61207944
495,1,0.8,1.1,9,5.6,122.7013983,41.09652339,20.94110265
496,3,0.8,1.1,9,5.6,100.6914461,33.87699143,20.94110265
497,1,0.8,1.1,10,5.6,137.7153105,46.02671849,23.27068436
498,3,0.8,1.1,10,5.6,113.0382982,37.93274873,23.27068436
499,1,0.8,1.3,8,5.6,99.41597113,33.45259374,18.67641926
500,3,0.8,1.3,8,5.6,81.54633355,27.5908475,18.67641926
501,1,0.8,1.3,9,5.6,113.0275358,37.92337887,21.01348494
502,3,0.8,1.3,9,5.6,92.74043974,31.26896468,21.01348494
503,1,0.8,1.3,10,5.6,126.8692159,42.46923915,23.35110913
504,3,0.8,1.3,10,5.6,104.1238271,35.00883485,23.35110913
505,1,0.8,0.7,8,6,108.5824929,52.43481738,18.93377853
506,3,0.8,0.7,8,6,129.237805,43.21278393,18.93377853
507,1,0.8,0.7,9,6,123.383244,59.47251684,21.30301412
508,3,0.8,0.7,9,6,146.883061,49.00341296,21.30301412
509,1,0.8,0.7,10,6,100.3145045,66.62843287,23.67280822
510,3,0.8,0.7,10,6,113.7302326,54.89129939,23.67280822
511,1,0.8,0.9,8,6,133.5687021,44.63270351,19.06245817
512,3,0.8,0.9,8,6,109.6718224,36.79791857,19.06245817
513,1,0.8,0.9,9,6,104.7418839,50.61534439,21.44777871
514,3,0.8,0.9,9,6,124.6702376,41.72108285,21.44777871
515,1,0.8,0.9,10,6,117.5338824,56.69846976,23.83365776
516,3,0.8,0.9,10,6,139.9220724,46.72692529,23.83365776
517,1,0.8,1.1,8,6,123.0431427,41.18181389,19.12679798
518,3,0.8,1.1,8,6,101.0168456,33.96031455,19.12679798
519,1,0.8,1.1,9,6,139.8503992,46.69780038,21.520161
520,3,0.8,1.1,9,6,114.8444356,38.49975739,21.520161
521,1,0.8,1.1,10,6,108.2897139,52.30642843,23.91408253
522,3,0.8,1.1,10,6,128.9056779,43.11542928,23.91408253
523,1,0.8,1.3,8,6,113.3385011,38.0000688,19.1911378
524,3,0.8,1.3,8,6,93.03636266,31.3438488,19.1911378
525,1,0.8,1.3,9,6,128.8329362,43.08579658,21.5925433
526,3,0.8,1.3,9,6,105.7843714,35.5294741,21.5925433
527,1,0.8,1.3,10,6,144.5891653,48.25693468,23.9945073
528,3,0.8,1.3,10,6,118.7478056,39.78538195,23.9945073
529,1,0.8,0.7,8,6.4,122.4958626,59.02073041,19.44849707
530,3,0.8,0.7,8,6.4,145.8822561,48.64913013,19.44849707
531,1,0.8,0.7,9,6.4,100.8537962,66.94902493,21.88207248
532,3,0.8,0.7,9,6.4,114.387156,55.17490143,21.88207248
533,1,0.8,0.7,10,6.4,113.1465888,75.010504,24.31620639
534,3,0.8,0.7,10,6.4,93.00534766,61.81028546,24.31620639
535,1,0.8,0.9,8,6.4,103.9799423,50.22653736,19.57717671
536,3,0.8,0.9,8,6.4,123.808593,41.41520199,19.57717671
537,1,0.8,0.9,9,6.4,118.1576091,56.96561714,22.02683707
538,3,0.8,0.9,9,6.4,140.718847,46.96274892,22.02683707
539,1,0.8,0.9,10,6.4,96.06861067,63.81789467,24.47705594
540,3,0.8,0.9,10,6.4,108.9611331,52.60346783,24.47705594
541,1,0.8,1.1,8,6.4,138.8273668,46.33711866,19.64151652
542,3,0.8,1.1,8,6.4,114.0451852,38.2155613,19.64151652
543,1,0.8,1.1,9,6.4,108.8607891,52.55024296,22.09921936
544,3,0.8,1.1,9,6.4,129.634711,43.33042955,22.09921936
545,1,0.8,1.1,10,6.4,122.1514066,58.86772541,24.55748071
546,3,0.8,1.1,10,6.4,145.487532,48.53119787,24.55748071
547,1,0.8,1.3,8,6.4,127.8852934,42.7512085,19.70585634
548,3,0.8,1.3,8,6.4,105.0431526,35.26543668,19.70585634
549,1,0.8,1.3,9,6.4,145.347016,48.47941994,22.17160166
550,3,0.8,1.3,9,6.4,119.4149439,39.98136762,22.17160166
551,1,0.8,1.3,10,6.4,112.5415048,54.30383975,24.63790548
552,3,0.8,1.3,10,6.4,134.0294793,44.7764938,24.63790548
553,1,0.8,0.7,8,6.8,99.2818182,65.89018506,19.96321561
554,3,0.8,0.7,8,6.8,112.6395362,54.32004063,19.96321561
555,1,0.8,0.7,9,6.8,112.7927558,74.7474172,22.46113084
556,3,0.8,0.7,9,6.8,92.74506899,61.61267369,22.46113084
557,1,0.8,0.7,10,6.8,126.5317347,83.75344629,24.95960457
558,3,0.8,0.7,10,6.8,104.0550269,69.02780791,24.95960457
559,1,0.8,0.9,8,6.8,116.3056206,56.06063225,20.09189525
560,3,0.8,0.9,8,6.8,138.5546253,46.23125001,20.09189525
561,1,0.8,0.9,9,6.8,95.76100678,63.58864077,22.60589543
562,3,0.8,0.9,9,6.8,108.6467836,52.43005798,22.60589543
563,1,0.8,0.9,10,6.8,107.4363822,71.24310634,25.12045411
564,3,0.8,0.9,10,6.8,121.9110782,58.73298349,25.12045411
565,1,0.8,1.1,8,6.8,107.1497525,51.71358906,20.15623506
566,3,0.8,1.1,8,6.8,127.6343686,42.65377701,20.15623506
567,1,0.8,1.1,9,6.8,121.7558108,58.65375878,22.67827772
568,3,0.8,1.1,9,6.8,145.0616713,48.36881306,22.67827772
569,1,0.8,1.1,10,6.8,98.99161125,65.71050591,25.20087888
570,3,0.8,1.1,10,6.8,112.3203989,54.17983604,25.20087888
571,1,0.8,1.3,8,6.8,143.0561138,47.70593637,20.22057488
572,3,0.8,1.3,8,6.8,117.5662162,39.35545314,20.22057488
573,1,0.8,1.3,9,6.8,112.1729616,54.10416215,22.75066002
574,3,0.8,1.3,9,6.8,133.6316041,44.62446585,22.75066002
575,1,0.8,1.3,10,6.8,91.20615627,60.60985704,25.28130365
576,3,0.8,1.3,10,6.8,149.9682281,49.98196929,25.28130365
577,2.2,0.5,0.7,8,4.8,75.42888403,24.21440957,17.38962291
578,2.5,0.5,0.7,8,4.8,68.32701246,21.87574674,17.38962291
579,2.8,0.5,0.7,8,4.8,57.07419292,31.32787426,17.38962291
580,2.2,0.5,0.7,9,4.8,85.51589148,27.52806067,19.56583905
581,2.5,0.5,0.7,9,4.8,77.45297365,24.87314684,19.56583905
582,2.8,0.5,0.7,9,4.8,64.67738929,20.66647175,19.56583905
583,2.2,0.5,0.7,10,4.8,95.77374675,30.89745087,21.74261369
584,2.5,0.5,0.7,10,4.8,86.73349104,27.9209709,21.74261369
585,2.8,0.5,0.7,10,4.8,72.409328,23.20477861,21.74261369
586,2.2,0.5,0.9,8,4.8,64.27915591,20.54277815,17.51830254
587,2.5,0.5,0.9,8,4.8,58.24260757,31.99125644,17.51830254
588,2.8,0.5,0.9,8,4.8,48.6765196,26.55998915,17.51830254
589,2.2,0.5,0.9,9,4.8,72.85734918,23.35992455,19.71060364
590,2.5,0.5,0.9,9,4.8,66.00391727,21.10326368,19.71060364
591,2.8,0.5,0.9,9,4.8,55.14331799,30.21921462,19.71060364
592,2.2,0.5,0.9,10,4.8,81.58081291,26.22446543,21.90346323
593,2.5,0.5,0.9,10,4.8,73.89664963,23.69447527,21.90346323
594,2.8,0.5,0.9,10,4.8,61.71959453,19.6852125,21.90346323
595,2.2,0.5,1.1,8,4.8,59.34618679,32.61782748,17.58264236
596,2.5,0.5,1.1,8,4.8,53.7808053,29.45801184,17.58264236
597,2.8,0.5,1.1,8,4.8,44.96081647,24.45035176,17.58264236
598,2.2,0.5,1.1,9,4.8,67.25683609,21.51581799,19.78298593
599,2.5,0.5,1.1,9,4.8,60.93833073,19.43529483,19.78298593
600,2.8,0.5,1.1,9,4.8,50.92479493,27.82429672,19.78298593
601,2.2,0.5,1.1,10,4.8,75.30143966,24.15699862,21.98388801
602,2.5,0.5,1.1,10,4.8,68.21704349,21.82448016,21.98388801
603,2.8,0.5,1.1,10,4.8,56.98972774,31.25502851,21.98388801
604,2.2,0.5,1.3,8,4.8,54.79710355,30.03502801,17.64698218
605,2.5,0.5,1.3,8,4.8,49.66612702,27.12185126,17.64698218
606,2.8,0.5,1.3,8,4.8,41.53408161,22.50477976,17.64698218
607,2.2,0.5,1.3,9,4.8,62.09215746,19.81522064,19.85536823
608,2.5,0.5,1.3,9,4.8,56.26684201,30.85705582,19.85536823
609,2.8,0.5,1.3,9,4.8,47.03434418,25.61563032,19.85536823
610,2.2,0.5,1.3,10,4.8,69.51073008,22.25042301,22.06431278
611,2.5,0.5,1.3,10,4.8,62.9793053,20.0999689,22.06431278
612,2.8,0.5,1.3,10,4.8,52.6277002,28.77884596,22.06431278
613,2.2,0.5,0.7,8,5.2,88.11737332,28.36119989,17.90434145
614,2.5,0.5,0.7,8,5.2,79.8154335,25.63035757,17.90434145
615,2.8,0.5,0.7,8,5.2,66.65525639,21.30144538,17.90434145
616,2.2,0.5,0.7,9,5.2,99.92043536,32.23561013,20.1448974
617,2.5,0.5,0.7,9,5.2,90.49514671,29.13548346,20.1448974
618,2.8,0.5,0.7,9,5.2,75.5542449,24.22118428,20.1448974
619,2.2,0.5,0.7,10,5.2,111.9232326,36.175184,22.38601187
620,2.5,0.5,0.7,10,5.2,101.3555715,32.69956651,22.38601187
621,2.8,0.5,0.7,10,5.2,84.60378889,27.1900419,22.38601187
622,2.2,0.5,0.9,8,5.2,75.05994433,24.06608569,18.03302108
623,2.5,0.5,0.9,8,5.2,68.00369426,21.7450009,18.03302108
624,2.8,0.5,0.9,8,5.2,56.81696612,31.14695782,18.03302108
625,2.2,0.5,0.9,9,5.2,85.09618467,27.35967936,20.28966199
626,2.5,0.5,0.9,9,5.2,77.08514206,24.7247206,20.28966199
627,2.8,0.5,0.9,9,5.2,64.38471976,20.5473506,20.28966199
628,2.2,0.5,0.9,10,5.2,95.30223957,30.70867503,22.54686141
629,2.5,0.5,0.9,10,5.2,86.32023525,27.75456711,22.54686141
630,2.8,0.5,0.9,10,5.2,72.08048475,23.07122938,22.54686141
631,2.2,0.5,1.1,8,5.2,69.28348802,22.1659766,18.0973609
632,2.5,0.5,1.1,8,5.2,62.77816039,20.02611238,18.0973609
633,2.8,0.5,1.1,8,5.2,52.46430881,28.67839874,18.0973609
634,2.2,0.5,1.1,9,5.2,78.53810677,25.2026237,20.36204429
635,2.5,0.5,1.1,9,5.2,71.1525328,22.77339147,20.36204429
636,2.8,0.5,1.1,9,5.2,59.44309739,32.62409097,20.36204429
637,2.2,0.5,1.1,10,5.2,87.94930352,28.29035436,22.62728618
638,2.5,0.5,1.1,10,5.2,79.66857646,25.56689081,22.62728618
639,2.8,0.5,1.1,10,5.2,66.53992335,21.24898395,22.62728618
640,2.2,0.5,1.3,8,5.2,63.95687856,20.41384025,18.16170072
641,2.5,0.5,1.3,8,5.2,57.9594783,31.79492035,18.16170072
642,2.8,0.5,1.3,8,5.2,48.45043673,26.40197778,18.16170072
643,2.2,0.5,1.3,9,5.2,72.49074522,23.21355073,20.43442658
644,2.5,0.5,1.3,9,5.2,65.6818271,20.97398975,20.43442658
645,2.8,0.5,1.3,9,5.2,54.88610183,30.03983581,20.43442658
646,2.2,0.5,1.3,10,5.2,81.16898412,26.06036265,22.70771095
647,2.5,0.5,1.3,10,5.2,73.53480528,23.54954353,22.70771095
648,2.8,0.5,1.3,10,5.2,61.43060665,19.56857138,22.70771095
649,2.2,0.5,0.7,8,5.6,101.4360853,32.71359528,18.41905999
650,2.5,0.5,0.7,8,5.6,91.87506505,29.57131823,18.41905999
651,2.8,0.5,0.7,8,5.6,76.71342559,24.58836969,18.41905999
652,2.2,0.5,0.7,9,5.6,115.040425,37.17656809,20.72395576
653,2.5,0.5,0.7,9,5.6,104.1857733,33.60936948,20.72395576
654,2.8,0.5,0.7,9,5.6,86.97272362,27.9525904,20.72395576
655,2.2,0.5,0.7,10,5.6,128.8748198,41.71459633,23.02941004
656,2.5,0.5,0.7,10,5.6,116.7046467,37.71533463,23.02941004
657,2.8,0.5,0.7,10,5.6,97.40547456,31.37340012,23.02941004
658,2.2,0.5,0.9,8,5.6,86.37477944,27.76362189,18.54773962
659,2.5,0.5,0.9,8,5.6,78.24881536,25.09298321,18.54773962
660,2.8,0.5,0.9,8,5.6,65.36169534,20.85756685,18.54773962
661,2.2,0.5,0.9,9,5.6,97.94128439,31.5572233,20.86872035
662,2.5,0.5,0.9,9,5.6,88.71585572,28.52544143,20.86872035
663,2.8,0.5,0.9,9,5.6,74.08507402,23.71728126,20.86872035
664,2.2,0.5,0.9,10,5.6,109.7033617,35.4146302,23.19025958
665,2.5,0.5,0.9,10,5.6,99.35986424,32.01563551,23.19025958
666,2.8,0.5,0.9,10,5.6,82.95591604,26.62510559,23.19025958
667,2.2,0.5,1.1,8,5.6,79.71240137,25.57399806,18.61207944
668,2.5,0.5,1.1,8,5.6,72.22108635,23.11193997,18.61207944
669,2.8,0.5,1.1,8,5.6,60.33995352,19.20714632,18.61207944
670,2.2,0.5,1.1,9,5.6,90.37746881,29.07150261,20.94110265
671,2.5,0.5,1.1,9,5.6,81.87255892,26.27650711,20.94110265
672,2.8,0.5,1.1,9,5.6,68.38387716,21.84367886,20.94110265
673,2.2,0.5,1.1,10,5.6,101.2228553,32.62783623,23.27068436
674,2.5,0.5,1.1,10,5.6,91.68719927,29.49430774,23.27068436
675,2.8,0.5,1.1,10,5.6,76.56376695,24.52457037,23.27068436
676,2.2,0.5,1.3,8,5.6,73.56920344,23.55500538,18.67641926
677,2.5,0.5,1.3,8,5.6,66.66299382,21.28524509,18.67641926
678,2.8,0.5,1.3,8,5.6,55.70936771,30.49186407,18.67641926
679,2.2,0.5,1.3,9,5.6,83.40307984,26.77948705,21.01348494
680,2.5,0.5,1.3,9,5.6,75.56244165,24.20279327,21.01348494
681,2.8,0.5,1.3,9,5.6,63.12676075,20.11601603,21.01348494
682,2.2,0.5,1.3,10,5.6,93.4032105,30.05820918,23.35110913
683,2.5,0.5,1.3,10,5.6,84.61233212,27.16942335,23.35110913
684,2.8,0.5,1.3,10,5.6,70.6695183,22.58765108,23.35110913
685,2.2,0.5,0.7,8,6,115.38445,37.27141006,18.93377853
686,2.5,0.5,0.7,8,6,104.5052653,33.69842012,18.93377853
687,2.8,0.5,0.7,8,6,87.24801506,28.03071769,18.93377853
688,2.2,0.5,0.7,9,6,130.8752136,42.35072372,21.30301412
689,2.5,0.5,0.7,9,6,118.5241248,38.2945681,21.30301412
690,2.8,0.5,0.7,9,6,98.93204737,31.86043774,21.30301412
691,2.2,0.5,0.7,10,6,146.6277828,47.51545149,23.67280822
692,2.5,0.5,0.7,10,6,132.7798998,42.96800976,23.67280822
693,2.8,0.5,0.7,10,6,110.8135127,35.75457031,23.67280822
694,2.2,0.5,0.9,8,6,98.22317393,31.63522789,19.06245817
695,2.5,0.5,0.9,8,6,88.97742718,28.59869887,19.06245817
696,2.8,0.5,0.9,8,6,74.3101318,23.78160087,19.06245817
697,2.2,0.5,0.9,9,6,111.3920952,35.95237602,21.44777871
698,2.5,0.5,0.9,9,6,100.8954411,32.50522546,21.44777871
699,2.8,0.5,0.9,9,6,84.24372755,27.03672444,21.44777871
700,2.2,0.5,0.9,10,6,124.7835592,40.34212874,23.83365776
701,2.5,0.5,0.9,10,6,113.0148447,36.47745544,23.83365776
702,2.8,0.5,0.9,10,6,94.34515608,30.34660344,23.83365776
703,2.2,0.5,1.1,8,6,90.63247611,29.14225736,19.12679798
704,2.5,0.5,1.1,8,6,82.10908266,26.3429668,19.12679798
705,2.8,0.5,1.1,8,6,68.58722319,21.90205793,19.12679798
706,2.2,0.5,1.1,9,6,102.7744106,33.12228788,21.520161
707,2.5,0.5,1.1,9,6,93.09784087,29.94445689,21.520161
708,2.8,0.5,1.1,9,6,77.74653552,24.90301602,21.520161
709,2.2,0.5,1.1,10,6,115.1215213,37.16925715,23.91408253
710,2.5,0.5,1.1,10,6,104.2722749,33.60652371,23.91408253
711,2.8,0.5,1.1,10,6,87.06058734,27.95445787,23.91408253
712,2.2,0.5,1.3,8,6,83.63366127,26.84367564,19.1911378
713,2.5,0.5,1.3,8,6,75.77621266,24.26309763,19.1911378
714,2.8,0.5,1.3,8,6,63.31039104,20.16901738,19.1911378
715,2.2,0.5,1.3,9,6,94.82868801,30.51287523,21.5925433
716,2.5,0.5,1.3,9,6,85.90816246,27.58333269,21.5925433
717,2.8,0.5,1.3,9,6,71.75577206,22.93562113,21.5925433
718,2.2,0.5,1.3,10,6,106.2128786,34.24378951,23.9945073
719,2.5,0.5,1.3,10,6,96.21129925,30.9594175,23.9945073
720,2.8,0.5,1.3,10,6,80.34381984,25.74876991,23.9945073
721,2.2,0.5,0.7,8,6.4,129.962043,42.03450614,19.44849707
722,2.5,0.5,0.7,8,6.4,117.7055586,38.0115089,19.44849707
723,2.8,0.5,0.7,8,6.4,98.25851816,31.6283253,19.44849707
724,2.2,0.5,0.7,9,6.4,147.4243191,47.7579203,21.88207248
725,2.5,0.5,0.7,9,6.4,133.5096614,43.19090411,21.88207248
726,2.8,0.5,0.7,9,6.4,111.431641,35.94454,21.88207248
727,2.2,0.5,0.7,10,6.4,113.9752913,53.57757378,24.31620639
728,2.5,0.5,0.7,10,6.4,149.5807254,48.45739547,24.31620639
729,2.8,0.5,0.7,10,6.4,124.8272586,40.33334362,24.31620639
730,2.2,0.5,0.9,8,6.4,110.6047623,35.68078476,19.57717671
731,2.5,0.5,0.9,8,6.4,100.1891239,32.26201611,19.57717671
732,2.8,0.5,0.9,8,6.4,83.66184714,26.83719879,19.57717671
733,2.2,0.5,0.9,9,6.4,125.4482021,40.54500251,22.02683707
734,2.5,0.5,0.9,9,6.4,113.6234374,36.6639231,22.02683707
735,2.8,0.5,0.9,9,6.4,94.86019407,30.50552253,22.02683707
736,2.2,0.5,0.9,10,6.4,140.5423668,45.4910193,24.47705594
737,2.5,0.5,0.9,10,6.4,127.2846601,41.1398592,24.47705594
738,2.8,0.5,0.9,10,6.4,106.2476597,34.23554625,24.47705594
739,2.2,0.5,1.1,8,6.4,102.0433731,32.8706441,19.64151652
740,2.5,0.5,1.1,8,6.4,92.44177443,29.71907112,19.64151652
741,2.8,0.5,1.1,8,6.4,77.20572385,24.71807839,19.64151652
742,2.2,0.5,1.1,9,6.4,115.728547,37.35485419,22.09921936
743,2.5,0.5,1.1,9,6.4,104.8279531,33.77710259,22.09921936
744,2.8,0.5,1.1,9,6.4,87.53062527,28.09983925,22.09921936
745,2.2,0.5,1.1,10,6.4,129.6448699,41.91447664,24.55748071
746,2.5,0.5,1.1,10,6.4,117.4233262,37.90338376,24.55748071
747,2.8,0.5,1.1,10,6.4,98.02988317,31.53848391,24.55748071
748,2.2,0.5,1.3,8,6.4,94.14993733,30.27974859,19.70585634
749,2.5,0.5,1.3,8,6.4,85.29878847,27.37449891,19.70585634
750,2.8,0.5,1.3,8,6.4,71.25314436,22.76423827,19.70585634
751,2.2,0.5,1.3,9,6.4,106.7672125,34.41359895,22.17160166
752,2.5,0.5,1.3,9,6.4,96.71859634,31.11548027,22.17160166
753,2.8,0.5,1.3,9,6.4,80.77272443,25.88178666,22.17160166
754,2.2,0.5,1.3,10,6.4,119.5975879,38.61697327,24.63790548
755,2.5,0.5,1.3,10,6.4,108.3312659,34.91938276,24.63790548
756,2.8,0.5,1.3,10,6.4,90.45305012,29.05177831,24.63790548
757,2.2,0.5,0.7,8,6.8,145.1685447,47.00277975,19.96321561
758,2.5,0.5,0.7,8,6.8,131.4755884,42.51046902,19.96321561
759,2.8,0.5,0.7,8,6.8,109.7445561,35.38106996,19.96321561
760,2.2,0.5,0.7,9,6.8,113.6342913,53.39804,22.46113084
761,2.5,0.5,0.7,9,6.8,149.1419781,48.29824634,22.46113084
762,2.8,0.5,0.7,9,6.8,124.4710746,40.20475809,22.46113084
763,2.2,0.5,0.7,10,6.8,92.26790462,59.9008311,24.95960457
764,2.5,0.5,0.7,10,6.8,115.3036022,54.18334471,24.95960457
765,2.8,0.5,0.7,10,6.8,139.4462302,45.1095641,24.95960457
766,2.2,0.5,0.9,8,6.8,123.5192675,39.90020245,20.09189525
767,2.5,0.5,0.9,8,6.8,111.8835991,36.08283559,20.09189525
768,2.8,0.5,0.9,8,6.8,93.41651874,30.02425617,20.09189525
769,2.2,0.5,0.9,9,6.8,140.1092905,45.33500055,22.60589543
